iter	MultiClassOneVsAll
1510	0.1558253741
1511	0.1557779434
1512	0.15575318
1513	0.1557071673
1514	0.1556479406
1515	0.1555856827
1516	0.1555421874
1517	0.1554838444
1518	0.1554251212
1519	0.1553729536
1520	0.1552999066
1521	0.1552774654
1522	0.1552282365
1523	0.1551918723
1524	0.1551620843
1525	0.1551372695
1526	0.1550361197
1527	0.1549947719
1528	0.1549529721
1529	0.1548662899
1530	0.154831282
1531	0.1547783848
1532	0.1546934391
1533	0.1546421655
1534	0.1546344898
1535	0.154603253
1536	0.154580894
1537	0.1545475302
1538	0.1545022675
1539	0.1544705889
1540	0.1544381498
1541	0.1544113108
1542	0.1543655961
1543	0.1543124523
1544	0.1542710635
1545	0.1542675905
1546	0.1542499478
1547	0.1542061854
1548	0.1541395708
1549	0.1541022818
1550	0.1540509259
1551	0.1540131951
1552	0.1540043173
1553	0.1539800265
1554	0.1539656
1555	0.1539389151
1556	0.1539119322
1557	0.1538987593
1558	0.1538627856
1559	0.1538270687
1560	0.1537633106
1561	0.153734324
1562	0.1536886093
1563	0.1536359896
1564	0.1535821266
1565	0.1535507048
1566	0.1534949922
1567	0.1534793019
1568	0.153436454
1569	0.1534007474
1570	0.1533596976
1571	0.1533282039
1572	0.1532865274
1573	0.1532323356
1574	0.1531837027
1575	0.1531191123
1576	0.1530876802
1577	0.153062105
1578	0.1529981209
1579	0.1529620033
1580	0.152925711
1581	0.1528673988
1582	0.1528087475
1583	0.1527921734
1584	0.1527357724
1585	0.1526818992
1586	0.1526304508
1587	0.1525923912
1588	0.1525721592
1589	0.1525233516
1590	0.1524780582
1591	0.1524260036
1592	0.1523411606
1593	0.1522849857
1594	0.1522521973
1595	0.1522152474
1596	0.1521451597
1597	0.152110121
1598	0.1520674889
1599	0.1520113242
1600	0.1519674385
1601	0.1519284849
1602	0.1519081193
1603	0.1518641
1604	0.1518448338
1605	0.1518040204
1606	0.1517541751
1607	0.1517078849
1608	0.1516757952
1609	0.1516274089
1610	0.1515620273
1611	0.1515209673
1612	0.1515013621
1613	0.151399195
1614	0.151328162
1615	0.1512875952
1616	0.1512338349
1617	0.151203081
1618	0.1511407409
1619	0.1510875869
1620	0.1510385944
1621	0.1509992606
1622	0.1509316595
1623	0.1508869107
1624	0.1508402404
1625	0.150790693
1626	0.1507657754
1627	0.1507064562
1628	0.1506447224
1629	0.1505614618
1630	0.1505076502
1631	0.1504674533
1632	0.1504343566
1633	0.1503963072
1634	0.1503403892
1635	0.1503160059
1636	0.1502932565
1637	0.1502469355
1638	0.1501795297
1639	0.1501161312
1640	0.1500287194
1641	0.1500084874
1642	0.1499193185
1643	0.1498980692
1644	0.1498822248
1645	0.1498500631
1646	0.1498121474
1647	0.1497756907
1648	0.1497276024
1649	0.1497102577
1650	0.1496669371
1651	0.1496380019
1652	0.1495948252
1653	0.1495761653
1654	0.1495151096
1655	0.149462418
1656	0.1493993175
1657	0.1493126866
1658	0.1492684207
1659	0.1492232608
1660	0.1491496487
1661	0.1490994026
1662	0.1490432585
1663	0.1489998249
1664	0.1489425402
1665	0.1489214656
1666	0.1488679314
1667	0.1488151576
1668	0.1487639559
1669	0.1487314038
1670	0.1486761947
1671	0.1486578534
1672	0.1486028601
1673	0.1485155613
1674	0.1484705042
1675	0.1483994609
1676	0.1483844898
1677	0.1483609389
1678	0.1483129944
1679	0.1482687491
1680	0.1481965344
1681	0.1481311117
1682	0.1480747313
1683	0.1480436999
1684	0.148032952
1685	0.1480067295
1686	0.147975133
1687	0.1479174373
1688	0.147883385
1689	0.1478508432
1690	0.1478442054
1691	0.1478156812
1692	0.1477782998
1693	0.1477573587
1694	0.1477067119
1695	0.1476496122
1696	0.1475914746
1697	0.1475201745
1698	0.1474974353
1699	0.1474705552
1700	0.1474266694
1701	0.1473961621
1702	0.1473382815
1703	0.1473043217
1704	0.1472597784
1705	0.1472185642
1706	0.1471655027
1707	0.1470952609
1708	0.1470466896
1709	0.1470221009
1710	0.1469945323
1711	0.1469490128
1712	0.1469098948
1713	0.1468547988
1714	0.1468113241
1715	0.1467884822
1716	0.146719535
1717	0.1466670078
1718	0.1465888232
1719	0.1465628576
1720	0.1465494381
1721	0.1465227634
1722	0.1464630024
1723	0.1464484732
1724	0.1464135372
1725	0.1463366576
1726	0.1463059962
1727	0.1462803593
1728	0.1462352406
1729	0.1461954547
1730	0.1461519389
1731	0.1461228907
1732	0.1461010249
1733	0.146070384
1734	0.1460134076
1735	0.1459773003
1736	0.1459508928
1737	0.1459149293
1738	0.1458741878
1739	0.1458430229
1740	0.1458101112
1741	0.1457649822
1742	0.1457360778
1743	0.1456694426
1744	0.1456141514
1745	0.1455597438
1746	0.1454987292
1747	0.1454357417
1748	0.145396336
1749	0.1453490492
1750	0.1452981146
1751	0.1452706591
1752	0.1452258588
1753	0.1451802469
1754	0.145131501
1755	0.1450935749
1756	0.1450425273
1757	0.1450169727
1758	0.1449576535
1759	0.1448727592
1760	0.1448561851
1761	0.1448416045
1762	0.1447776204
1763	0.1447592687
1764	0.1447220825
1765	0.1447028472
1766	0.1446729872
1767	0.1446500733
1768	0.1446033414
1769	0.1445625279
1770	0.1445320104
1771	0.1445096103
1772	0.1444912586
1773	0.1444583469
1774	0.1444358338
1775	0.1444046483
1776	0.1443325364
1777	0.1443064886
1778	0.144273957
1779	0.1442250159
1780	0.1441771536
1781	0.1441521847
1782	0.1441205574
1783	0.1440797337
1784	0.1440478084
1785	0.144022336
1786	0.1439840709
1787	0.1439529368
1788	0.1439278959
1789	0.1438864763
1790	0.1438594214
1791	0.1438443682
1792	0.1437858915
1793	0.1437512433
1794	0.1437174376
1795	0.1437025796
1796	0.1436266145
1797	0.1435740872
1798	0.143533541
1799	0.1435114183
1800	0.1434866446
1801	0.1434328021
1802	0.1433956056
1803	0.1433902317
1804	0.1433500964
1805	0.1432643595
1806	0.1432177919
1807	0.1431906652
1808	0.1431383435
1809	0.1431080828
1810	0.1430824151
1811	0.1430686052
1812	0.1430217807
1813	0.1429872455
1814	0.1429452093
1815	0.1429027313
1816	0.1428481491
1817	0.1428241357
1818	0.1427998861
1819	0.1427497222
1820	0.1427168207
1821	0.1426783603
1822	0.1426413591
1823	0.142595891
1824	0.1425562592
1825	0.1425274062
1826	0.1425067837
1827	0.1424683131
1828	0.1424280443
1829	0.1423870151
1830	0.1423445268
1831	0.1423243564
1832	0.1422890814
1833	0.1422343039
1834	0.1421987103
1835	0.1421748717
1836	0.1421300201
1837	0.1420999546
1838	0.1420759105
1839	0.1420359191
1840	0.1419894543
1841	0.1419601697
1842	0.1419182363
1843	0.1419069232
1844	0.1418521971
1845	0.1418295607
1846	0.1417910078
1847	0.1417682275
1848	0.1417156386
1849	0.1416761713
1850	0.1416501851
1851	0.1415957056
1852	0.1415731
1853	0.1415472474
1854	0.1415142637
1855	0.141474036
1856	0.141431558
1857	0.1414066507
1858	0.1413738623
1859	0.1413330284
1860	0.141313382
1861	0.1412811793
1862	0.1412281691
1863	0.141184941
1864	0.1411426069
1865	0.1411070853
1866	0.1410758279
1867	0.1410329491
1868	0.1409892792
1869	0.1409394544
1870	0.1408996377
1871	0.1408648969
1872	0.1408176204
1873	0.1407831776
1874	0.1407657713
1875	0.1407463716
1876	0.1407140764
1877	0.1406769929
1878	0.1406417487
1879	0.1406183005
1880	0.1405745792
1881	0.1405395405
1882	0.1405179521
1883	0.140475022
1884	0.1404258959
1885	0.1403808388
1886	0.1403207079
1887	0.140300928
1888	0.14026853
1889	0.1402003125
1890	0.1401838617
1891	0.1401374997
1892	0.1401097256
1893	0.1400820234
1894	0.1400360929
1895	0.1400036231
1896	0.139948825
1897	0.1398792614
1898	0.1398174658
1899	0.1397921784
1900	0.1397438846
1901	0.1397081369
1902	0.1396593498
1903	0.1396213313
1904	0.1396011301
1905	0.1395746199
1906	0.1395290388
1907	0.1395107488
1908	0.1394483778
1909	0.139424272
1910	0.1393711386
1911	0.1393113056
1912	0.1392550382
1913	0.1392167628
1914	0.1392101147
1915	0.1391705343
1916	0.139144394
1917	0.1391106808
1918	0.1390176484
1919	0.1389880762
1920	0.1389706493
1921	0.1389146182
1922	0.1388741644
1923	0.1388319844
1924	0.1387844921
1925	0.138748508
1926	0.1387254503
1927	0.1386743924
1928	0.1386437618
1929	0.1386286777
1930	0.1386100384
1931	0.138592406
1932	0.138561909
1933	0.1384971542
1934	0.1384689177
1935	0.1384365095
1936	0.1383960043
1937	0.1383811565
1938	0.1383567322
1939	0.1383084589
1940	0.138258778
1941	0.1382407037
1942	0.1382121385
1943	0.1381603716
1944	0.1381148419
1945	0.1380708328
1946	0.1380537964
1947	0.1380349618
1948	0.1379637644
1949	0.1379394326
1950	0.1379277496
1951	0.1378763937
1952	0.1378154305
1953	0.1377497407
1954	0.1376771458
1955	0.1376477482
1956	0.1376039961
1957	0.1375859835
1958	0.137573756
1959	0.1375243935
1960	0.1374930745
1961	0.1374682699
1962	0.1374137699
1963	0.1373758952
1964	0.1373587355
1965	0.1373450385
1966	0.1372801501
1967	0.1372560443
1968	0.1372361411
1969	0.1372094254
1970	0.1371836139
1971	0.1371556343
1972	0.137128261
1973	0.1371079673
1974	0.1370885162
1975	0.1370634034
1976	0.137028488
1977	0.1369958023
1978	0.1369744195
1979	0.1369464091
1980	0.1369219539
1981	0.1368515991
1982	0.1368111556
1983	0.1367838542
1984	0.1367529461
1985	0.1366874823
1986	0.1366427027
1987	0.1366082188
1988	0.13656795
1989	0.1365301062
1990	0.1364993111
1991	0.136470191
1992	0.1364359949
1993	0.1363828203
1994	0.1363255767
1995	0.1363033308
1996	0.1362531668
1997	0.1362311161
1998	0.1361527054
1999	0.1361267809
